0.000000,-1.000000,0.000000
-0.067109,-0.955556,0.287071
-0.411575,-0.911111,0.021967
-0.265074,-0.866667,-0.422640
0.207095,-0.822222,-0.530153
0.589586,-0.777778,-0.217830
0.618877,-0.733333,0.281450
0.290081,-0.688889,0.664293
-0.213110,-0.644444,0.734354
-0.648834,-0.600000,0.467990
-0.831404,-0.555556,-0.011228
-0.693978,-0.511111,-0.507109
-0.294610,-0.466667,-0.833923
0.220709,-0.422222,-0.879213
0.676472,-0.377778,-0.632194
0.926093,-0.333333,-0.176750
0.894007,-0.288889,0.342484
0.592643,-0.244444,0.767477
0.113226,-0.200000,0.973232
-0.404161,-0.155556,0.901364
-0.811610,-0.111111,0.573537
-0.994323,-0.066667,0.082930
-0.901218,-0.022222,-0.432796
-0.558019,0.022222,-0.829530
-0.060018,0.066667,-0.995969
0.453543,0.111111,-0.884281
0.837175,0.155556,-0.524348
0.979640,0.200000,-0.017458
0.836839,0.244444,0.489845
0.447843,0.288889,0.846156
-0.071774,0.333333,0.940073
-0.559952,0.377778,0.737385
-0.855869,0.422222,0.298693
-0.853706,0.466667,-0.231104
-0.546369,0.511111,-0.663510
-0.041980,0.555556,-0.830419
0.460246,0.600000,-0.654350
0.738228,0.644444,-0.199277
0.646726,0.688889,0.327380
0.214811,0.733333,0.645042
-0.313953,0.777778,0.544514
-0.565394,0.822222,0.065425
-0.290704,0.866667,-0.405438
0.254579,0.911111,-0.324139
0.184313,0.955556,0.230092
0.000000,1.000000,0.000000
